"idsai_to_pdl","num_bdl","data_caricamento","codice_articolo","descrizione_articolo","part_program","note","part_program5"
173,"22004422000001","2022-03-23 10:00:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
174,"22004424000001","2022-03-23 10:04:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
175,"22004426000001","2022-03-23 10:08:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
176,"22004427000001","2022-03-23 10:10:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
177,"22004429000001","2022-03-23 10:14:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
178,"22004413000001","2022-03-23 10:21:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
179,"22003705000001","2022-03-23 10:49:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
180,"22004428000001","2022-03-23 10:12:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
181,"22004407000001","2022-03-23 10:56:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
182,"22004408000001","2022-03-23 10:58:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
183,"22004409000001","2022-03-23 10:59:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
184,"22004410000001","2022-03-23 11:01:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
185,"22004414000001","2022-03-23 11:04:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
186,"22004416000001","2022-03-23 11:05:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
187,"22004418000001","2022-03-23 11:06:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
188,"22004417000001","2022-03-23 11:07:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
189,"22004420000001","2022-03-23 11:11:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
190,"22003706000001","2022-03-23 10:48:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
191,"22003704000001","2022-03-23 10:46:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
192,"22004411000001","2022-03-23 10:45:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
193,"22004419000001","2022-03-23 11:09:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
194,"22004405000001","2022-03-23 10:53:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
195,"22004403000001","2022-03-23 10:52:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
196,"22004404000001","2022-03-23 10:50:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
197,"22003703000001","2022-03-25 11:15:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
198,"22003701000001","2022-03-25 11:16:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
199,"22004444000001","2022-03-25 11:25:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
200,"22004443000001","2022-03-25 11:27:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
201,"22004440000001","2022-03-25 11:31:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
202,"22004453000001","2022-03-25 11:32:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
203,"22004450000001","2022-03-25 11:33:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
204,"22004436000001","2022-03-25 11:35:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
205,"22004437000001","2022-03-25 11:38:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
206,"22004430000001","2022-03-25 11:44:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
207,"22004433000001","2022-03-25 15:59:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
208,"22004435000001","2022-03-25 16:00:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
209,"22004431000001","2022-03-25 16:01:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
210,"22004451000001","2022-03-25 16:02:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
211,"22004680000001","2022-03-25 10:46:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
212,"22004664000001","2022-03-25 10:19:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
213,"22004668000001","2022-03-25 10:26:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
214,"22004672000001","2022-03-25 10:31:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
215,"22004671000001","2022-03-25 10:29:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
216,"22004679000001","2022-03-25 10:48:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
217,"22004675000001","2022-03-25 10:36:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
218,"22004678000001","2022-03-25 10:42:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
219,"22004681000001","2022-03-28 13:22:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
220,"22004682000001","2022-03-28 13:24:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
221,"22004683000001","2022-03-28 13:30:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
222,"22004684000001","2022-03-28 13:34:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
223,"22004445000001","2022-03-25 11:30:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
224,"22004439000001","2022-03-25 11:28:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
225,"22004685000001","2022-03-28 13:40:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
226,"22004686000001","2022-03-28 13:44:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
227,"22004687000001","2022-03-28 13:46:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
228,"22004688000001","2022-03-28 13:49:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
229,"22004690000001","2022-03-28 13:51:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
230,"22004689000001","2022-03-28 13:53:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
231,"22004691000001","2022-03-28 13:55:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
232,"22004692000001","2022-03-28 13:56:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
233,"22004446000001","2022-03-25 11:39:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
234,"22004423000001","2022-03-25 11:51:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
235,"22004425000001","2022-03-25 11:48:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
236,"22004434000001","2022-03-25 11:53:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
237,"22004448000001","2022-03-25 11:59:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
238,"22004447000001","2022-03-25 11:56:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
239,"22004452000001","2022-03-25 11:57:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
240,"22004669000001","2022-03-28 16:18:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
241,"22004659000001","2022-03-28 16:22:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
242,"22004660000001","2022-03-28 16:23:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
243,"22004661000001","2022-03-28 16:25:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
244,"22004662000001","2022-03-28 16:26:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
245,"22004663000001","2022-03-28 16:33:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
246,"22004667000001","2022-03-28 16:34:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
247,"22004666000001","2022-03-28 16:38:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
248,"22004674000001","2022-03-28 16:40:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
249,"22004665000001","2022-03-28 16:43:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
250,"22004673000001","2022-03-28 16:45:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
251,"22004677000001","2022-03-28 16:46:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
252,"22004670000001","2022-03-28 16:47:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
253,"22004676000001","2022-03-29 11:54:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
254,"22004708000001","2022-03-30 11:40:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
255,"22004707000001","2022-03-30 11:57:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
256,"22004702000001","2022-03-30 12:53:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
257,"22004703000001","2022-03-30 12:56:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
258,"22004704000001","2022-03-30 12:58:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
259,"22004705000001","2022-03-30 13:00:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
260,"22004706000001","2022-03-30 13:02:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
261,"22004701000001","2022-03-30 13:04:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
262,"22004700000001","2022-03-30 13:07:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
263,"22004699000001","2022-03-30 13:09:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
264,"22004698000001","2022-03-30 13:11:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
265,"22004693000001","2022-03-30 13:13:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
266,"22004694000001","2022-03-30 13:14:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
267,"22004695000001","2022-03-30 13:16:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
268,"22004696000001","2022-03-30 13:18:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
269,"22004697000001","2022-03-30 13:21:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
270,"22004438000001","2022-03-25 11:36:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
271,"22005103000001","2022-03-31 11:19:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
272,"22005099000001","2022-03-31 11:23:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
273,"22005114000001","2022-03-31 11:37:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
274,"22005113000001","2022-03-31 11:42:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
275,"22005108000001","2022-03-31 11:44:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
276,"22005102000001","2022-03-31 13:46:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
277,"22005105000001","2022-03-31 13:50:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
278,"22005101000001","2022-03-31 13:53:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
279,"22005112000001","2022-03-31 13:55:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
280,"22005100000001","2022-03-31 13:56:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
281,"22005104000001","2022-03-31 14:02:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
282,"22005098000001","2022-03-31 14:05:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
283,"22005106000001","2022-03-31 14:06:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
284,"22005107000001","2022-03-31 14:11:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
285,"22005109000001","2022-03-31 16:32:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
286,"22005110000001","2022-03-31 16:46:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
287,"22005111000001","2022-03-31 16:52:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
288,"22005117000001","2022-04-01 10:21:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
289,"22005116000001","2022-04-01 10:22:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
290,"22005130000001","2022-04-01 10:33:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
291,"22005129000001","2022-04-01 10:50:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
292,"22005128000001","2022-04-01 10:52:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
293,"22005126000001","2022-04-01 10:53:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
294,"22005127000001","2022-04-01 10:55:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
295,"22005125000001","2022-04-01 10:57:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
296,"22005124000001","2022-04-01 10:58:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
297,"22005121000001","2022-04-01 11:00:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
298,"22005115000001","2022-04-01 11:02:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
299,"22005119000001","2022-04-01 11:03:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
300,"22005120000001","2022-04-01 11:10:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
301,"22005123000001","2022-04-01 11:11:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
302,"22005118000001","2022-04-01 11:13:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
303,"22005122000001","2022-04-01 11:14:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
304,"22005131000001","2022-04-01 11:16:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
305,"22005132000001","2022-04-01 11:18:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
306,"22005133000001","2022-04-01 11:19:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
307,"22005134000001","2022-04-01 11:21:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
308,"22005135000001","2022-04-01 11:22:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
309,"22005138000001","2022-04-01 11:24:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
310,"22005139000001","2022-04-01 11:26:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
311,"22005136000001","2022-04-01 11:27:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
312,"22005137000001","2022-04-01 11:28:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
313,"22005140000001","2022-04-01 11:30:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
314,"22005141000001","2022-04-01 11:33:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
315,"22005142000001","2022-04-01 11:35:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
316,"22005143000001","2022-04-01 11:37:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
317,"22005146000001","2022-04-01 11:51:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
318,"22005147000001","2022-04-01 11:53:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
319,"22004442000001","2022-03-24 13:10:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
320,"22005145000001","2022-04-05 11:48:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
321,"22004441000001","2022-03-24 13:01:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
322,"22004432000001","2022-03-23 15:51:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
323,"22004449000001","2022-03-24 14:16:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
324,"22005144000001","2022-04-05 13:04:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
325,"22005409000001","2022-04-05 14:14:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
326,"22005410000001","2022-04-05 15:00:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
327,"22005411000001","2022-04-05 15:02:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
328,"22005412000001","2022-04-05 15:03:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
329,"22005413000001","2022-04-05 15:05:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
330,"22005414000001","2022-04-05 15:10:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
331,"22004406000001","2022-03-23 10:55:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
332,"22005415000001","2022-04-05 15:36:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
333,"22005416000001","2022-04-11 15:45:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
334,"22005419000001","2022-04-11 14:02:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
335,"22005420000001","2022-04-11 15:52:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
336,"22005423000001","2022-04-12 10:58:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
337,"22006096000001","2022-04-20 11:06:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
338,"22006098000001","2022-04-20 11:07:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
